@relation sentiment_lexicon_based_relation

@attribute Positiv numeric
@attribute Negativ numeric
@attribute Pstv numeric
@attribute Affil numeric
@attribute Ngtv numeric
@attribute Hostile numeric
@attribute Strong numeric
@attribute Power numeric
@attribute Weak numeric
@attribute Submit numeric
@attribute Active numeric
@attribute Passive numeric
@attribute Pleasur numeric
@attribute Pain numeric
@attribute Feel numeric
@attribute Arousal numeric
@attribute EMOT numeric
@attribute Virtue numeric
@attribute Vice numeric
@attribute Ovrst numeric
@attribute Undrst numeric
@attribute Academ numeric
@attribute Doctrin numeric
@attribute Yes numeric
@attribute No numeric
@attribute Quality numeric
@attribute review_class {ndef,neg,pos}

@data
4.394672,6.061746,11.496294,6.398818,0,4.659697,24.188082,0,2.958836,9.538389,10.878133,0,2.205637,0,0,6.759088,0,7.738316,18.295421,2.454059,8.030752,5.007658,0,11.683328,2.454059,4.026591,neg
2.364497,16.372684,4.630101,8.882597,0,15.372609,29.121045,0,4.413391,2.711608,24.521875,8.638219,3.328751,0,0,6.002352,0,0,23.964939,7.047447,9.570331,16.550736,2.866279,8.924657,9.66138,15.34081,neg
2.804165,26.055122,8.007473,6.823516,0,44.704955,45.297892,0,9.741769,2.396742,17.760452,21.887174,4.66085,0,0,9.069808,0,2.396742,43.944351,29.61684,14.328477,26.450252,3.490657,19.420273,25.460795,9.371663,neg
2.134279,11.173958,9.542363,1.493153,0,6.787857,9.30506,0,2.585232,0,11.259611,3.30357,0,0,3.067855,1.729372,0,1.729372,21.364687,0,5.389397,1.710321,3.158242,3.668229,1.911159,2.097596,neg
0,3.535883,5.592111,0,0,16.070739,0,3.60645,0,0,0,12.464289,0,0,3.439289,0,0,0,6.975172,4.507044,0,2.231155,0,5.210083,8.816533,0,neg
0,7.667491,6.132575,3.227615,0,17.985847,15.165725,0,1.979608,2.396742,11.80782,13.609497,9.592806,0,0,8.725101,0,2.396742,10.414653,2.396742,9.878119,9.015823,3.745544,11.574071,17.985847,4.140329,neg
0,16.959728,4.816026,2.442211,0,26.595002,17.498048,3.346732,3.095185,5.712543,6.59949,12.827426,3.814862,0,4.603573,11.25315,3.265091,6.153377,18.778663,2.888286,5.889942,11.830318,0,9.322843,20.182585,6.934583,neg
5.930741,27.31952,15.227283,1.716883,0,57.031028,39.801761,2.157258,6.860923,8.431555,30.915019,16.974854,6.650133,0,7.302344,8.836091,0,7.334436,56.135804,24.468306,7.579446,30.242043,5.889942,26.860944,31.752136,19.720737,neg
0,10.00766,10.602219,2.076483,0,37.279745,30.649242,2.157258,7.109376,0,13.444451,20.755213,0,0,0,6.257457,0,2.157258,31.699573,7.296435,13.784229,6.332865,2.888286,10.428644,27.589485,16.224247,neg
0,6.843523,11.102027,0,0,32.754709,13.894064,6.486652,0,3.010204,5.11415,8.097055,9.830054,0,0,4.291368,0,6.486652,10.334179,3.125997,10.792695,15.302511,4.307638,10.270659,15.660603,3.713267,neg
1.858273,19.094471,9.358119,5.55922,0,19.72691,18.161503,2.157258,14.976204,2.503591,7.86308,8.412235,0,0,0,5.808301,0,4.66085,25.396951,2.069586,8.72386,4.638428,3.391467,6.862168,10.946871,9.209615,neg
0,9.36602,0,0,0,6.530182,7.661994,2.503591,1.795436,0,4.464044,0,0,0,0,3.400537,0,2.503591,13.285762,4.026591,0,3.253482,0,0,0,2.341281,neg
2.677789,7.613951,13.177474,7.980152,0,14.326409,12.690029,4.386748,0,14.039974,0,4.928187,2.677789,0,5.365073,3.010204,0,8.413339,14.945252,7.368636,0,12.663647,0,0,10.030115,7.206468,neg
11.23862,14.661181,9.929913,3.176497,0,48.438274,25.605631,0,7.89728,3.346732,10.677752,24.040514,1.395758,0,0,6.212644,0,6.257746,14.661181,8.237052,7.557495,10.847751,0,10.584272,21.680378,6.077764,neg
3.868693,29.570694,10.825101,14.300043,0,23.584332,32.660184,0,3.037389,0,19.306775,11.325184,0,0,0,11.096096,0,0,43.542357,9.994575,8.65083,6.964164,8.254617,23.235841,14.525612,5.676766,neg
0,0,7.803854,3.156878,0,18.682297,4.152967,3.546138,3.775044,0,0,8.483148,3.192061,0,0,0,0,3.546138,0,4.736908,6.111295,4.995631,2.097596,3.037389,9.37085,0,neg
7.310896,18.818185,10.883637,1.991769,0,30.175813,24.958642,0,0,5.131848,19.72893,10.757778,2.866279,0,0,0,0,5.131848,20.915781,8.597485,13.595245,12.429383,0,7.390839,16.45532,3.509661,neg
9.205226,12.725437,12.655871,2.076483,0,20.467625,23.140655,0,3.919742,0,7.360168,6.850848,1.932992,0,1.729372,5.884784,0,1.729372,12.725437,0,7.322389,10.98534,8.044457,9.616261,11.385622,15.452846,neg
0,3.122102,1.979608,0,0,5.586058,4.937786,0,1.979608,0,3.652698,0,3.227615,0,0,0,0,0,7.681314,0,1.979608,1.759421,0,0,5.586058,0.555025,neg
0,9.853742,1.99793,2.165091,0,13.937322,22.959393,0,0,4.026591,6.075476,7.16357,2.729157,0,2.824257,6.809153,0,2.824257,17.800075,4.026591,8.136558,8.465055,2.165091,3.642771,10.545856,5.824342,neg
0,18.19411,14.333238,2.076483,0,36.933947,17.276038,2.157258,0,2.419103,8.235592,24.178862,5.300822,0,11.511344,6.927456,0,13.173155,24.63227,5.658175,11.678023,16.166736,0,11.354582,34.728309,7.08735,neg
0,21.284646,9.696025,0,0,33.304691,15.336398,6.108875,4.323412,3.30471,14.247578,20.438266,3.826319,0,3.553104,4.573432,0,8.856036,29.572788,6.108875,21.574451,19.799313,0,15.44521,20.789996,8.22404,neg
0,22.899816,28.918004,12.663902,0,42.080652,35.007326,0,13.278878,5.705997,17.000625,15.533599,3.065685,0,2.599825,2.958836,0,6.138628,30.778523,14.403326,18.466915,17.278172,3.391467,14.752237,18.377202,15.07744,neg
2.747162,17.607099,0,8.305934,0,26.172006,23.131593,3.546138,6.507831,2.396742,1.669061,9.991134,0,0,3.125997,12.865096,0,12.296491,17.607099,8.611471,4.574322,16.947482,0,8.298129,15.322389,6.624281,neg
4.152967,11.128871,5.662498,0,0,23.740145,15.371976,0,0,0,14.91682,13.884133,3.601396,0,3.553104,2.57094,0,0,25.086318,0,18.893001,7.556459,3.745544,13.478707,12.42034,7.622721,neg
0,6.744069,10.826616,0,0,22.114893,10.22416,9.556367,1.916289,0,2.866279,6.508797,2.222544,0,0,6.787376,0,6.010229,6.744069,1.542685,7.499976,2.626096,3.192061,6.583527,14.367966,1.700573,neg
2.134279,12.005197,0,0,3.439289,15.228457,22.460326,2.029586,0,0,17.854281,5.743474,0,0,0,6.01591,0,2.029586,18.63453,5.344662,2.694492,6.773936,0,7.225119,4.373009,12.215035,neg
0,3.595695,5.332394,2.076483,0,19.236973,8.250926,3.346732,4.152967,3.60645,9.902812,10.528348,2.212225,0,0,2.844404,0,3.346732,10.521843,2.614732,9.51486,8.602081,0,11.933845,12.949727,5.592111,neg
0,14.253338,15.197434,1.493153,0,33.610132,22.443183,2.090487,6.873084,0,5.05666,18.496305,3.495852,0,1.599505,3.87637,0,4.313031,22.495606,2.454059,19.035707,13.019975,0,23.058361,23.938175,6.741476,neg
0,31.290702,6.661815,4.485211,0,29.127698,38.717319,0,6.000198,0,20.775212,13.735653,3.826319,0,6.683144,18.262008,0,2.385826,41.460681,2.599825,9.604478,17.524891,2.958836,6.525498,16.335478,19.601374,neg
0,4.902373,4.209107,0,0,19.740433,15.608739,0,4.314604,3.265091,5.36987,6.997917,2.385826,0,5.589199,2.503591,0,5.781639,7.975025,2.694492,0,8.952238,0,0,12.742517,6.257746,neg
0,20.16877,3.649607,1.493153,0,12.238916,29.504713,0,8.662818,0,4.666352,2.596676,0,0,0,6.902607,0,0,29.68681,6.208759,5.65995,9.477269,2.343804,10.722405,9.50976,11.283803,neg
0,1.692559,0,0,0,7.700836,6.534474,0,0,0,1.692559,0.658026,0,0,0,0,0,0,1.692559,5.789677,2.069586,9.228966,0,2.350585,4.605651,0,neg
0,4.329714,2.010419,0,0,2.984044,2.104779,0,0,0,0,0,0,0,1.729372,4.033557,0,1.729372,4.329714,2.984044,0,5.088823,0,0,2.984044,2.104779,neg
0,13.031984,0,3.797339,0,4.960311,13.929129,0,0,0,6.120229,1.568845,1.932992,0,2.694492,8.709066,0,0,15.602924,3.391467,1.932992,8.69853,0,1.617143,4.960311,10.187775,neg
2.747162,5.149135,15.077417,7.700046,0,22.189578,9.528925,4.576362,0,3.546138,2.984044,8.273623,0,0,3.553104,2.503591,0,4.576362,6.537149,3.998906,2.804165,1.083411,3.431588,4.941994,18.190672,4.515295,neg
7.770904,34.137618,21.336874,6.811585,0,35.816395,18.31158,0,3.827185,0,23.443251,18.19986,5.397698,0,2.747162,1.858273,0,2.747162,49.046194,6.195631,19.237513,0.842665,5.502046,9.072407,20.8081,6.690143,neg
4.975358,23.28983,4.977177,2.004147,0,39.209982,31.994025,3.158242,2.478383,0,23.931918,11.06191,0,0,0,6.365317,0,3.158242,30.575989,22.068234,7.134436,20.508813,2.804165,7.099145,22.177134,5.815131,neg
4.411614,9.605143,5.754565,0,2.31388,38.659468,8.312941,0,0,3.346732,0,15.155608,0,0,3.067855,12.803919,0,9.229071,23.240239,17.45567,5.430182,10.068424,0,10.694272,13.608807,8.955858,neg
0,6.915727,9.203082,0,0,43.743242,13.238866,0,4.139604,0,3.763646,18.100751,7.51707,0,0,1.858273,0,0,6.915727,9.952969,11.926649,13.542212,0,12.894043,26.63668,11.587464,neg
0,15.695233,5.996225,2.076483,0,47.705216,26.272253,0,12.760317,0,18.826289,31.229044,4.849664,0,2.275889,2.551843,0,2.275889,24.406889,9.672803,12.579753,7.835693,0,15.553185,16.988618,2.396742,neg
0,12.256016,2.205637,4.624743,0,36.547674,28.455351,0,0,5.029894,11.348047,19.908813,6.538793,0,1.388014,2.57094,0,2.205637,23.633304,3.546138,4.640386,19.353222,0,30.62914,13.998179,1.985662,neg
0,8.634072,11.798138,5.199337,0,43.41248,17.097653,6.610957,3.739028,0,5.372281,14.369581,5.720768,0,2.937987,5.837604,0,6.529316,11.458329,1.542685,19.129945,9.344485,6.061767,11.921786,28.093134,2.645512,neg
0,12.41276,3.380965,2.004147,0,13.3729,10.478707,0,0,0,7.966553,5.480213,3.546138,0,0,10.022317,0,0,14.455425,5.216258,6.871621,2.333685,2.097596,5.480213,9.882244,0,neg
4.828771,17.025001,7.154323,2.304185,0,44.904698,17.966744,6.441917,5.589904,3.30471,8.762059,13.739326,7.672584,0,3.192061,9.361351,0,9.591956,28.684756,10.210811,14.339064,17.975665,3.158242,9.303541,17.093871,6.850441,neg
0,23.903235,13.012263,0,0,33.559217,45.423531,0,13.314524,2.239874,14.219465,16.359447,2.08345,0,1.684638,13.845496,0,5.467488,27.777006,12.093777,8.864847,19.419446,3.60645,9.968657,17.950562,10.075021,neg
0,10.155828,2.010419,0,2.31388,21.866318,24.167812,0,2.853048,1.800073,0,8.767798,2.08345,0,0,3.490657,0,0,13.50256,8.969354,10.82725,7.125402,0,11.095949,15.224995,16.095039,neg
0,13.868413,20.630665,0,0,27.347869,17.12658,4.026591,9.281409,2.958836,2.503591,12.130683,0,0,1.388014,1.487204,0,6.985427,21.549726,9.339993,17.262287,17.880577,6.504974,16.026634,27.347869,13.890755,neg
2.364497,26.699321,5.220029,9.609206,0,28.576584,15.222304,0,9.292585,0,16.308916,19.641615,7.801073,0,2.74099,8.490119,0,4.963534,33.72396,0,17.374986,20.184478,2.165091,16.114882,19.824203,5.845397,neg
0,3.162214,14.51485,1.493153,0,14.667759,2.341281,0,5.481408,2.585232,3.455316,8.225445,0,0,0,0,0,0,5.747446,0,5.037583,1.40097,2.585232,5.654698,11.363049,2.341281,neg
2.677789,16.183384,13.818625,8.015693,0,15.727975,14.359688,2.157258,2.629967,3.265091,12.158408,2.596676,0,0,0,8.58218,0,2.157258,18.81335,5.115648,0,11.357669,2.407833,8.99742,11.808233,4.056212,neg
2.824257,7.758409,8.44079,3.095185,0,18.321384,12.459551,9.294846,2.585232,2.784638,1.669061,0,0,0,2.784638,7.855258,0,6.723907,7.758409,5.960853,8.44079,2.802611,0,7.608283,8.177715,4.12514,neg
2.134279,24.354178,1.979608,6.22945,0,27.340529,27.530106,0,7.868701,3.265091,26.913832,19.864675,4.816387,0,7.917443,10.308306,0,13.018321,48.242995,2.784638,6.641323,12.164671,0,13.707919,14.284273,3.490657,neg
2.214039,10.086919,10.961972,3.4973,0,28.986232,29.109125,3.906307,5.549245,0,9.956571,15.267899,1.395758,0,1.388014,4.768276,0,7.578821,29.225807,11.45309,4.293572,12.521618,0,15.07244,22.121658,11.100344,neg
6.002688,27.445511,13.26591,9.116613,0,38.013058,57.207073,0,5.943651,2.585232,18.549291,15.344009,0,0,7.826099,2.891198,0,2.333685,44.123334,18.102492,5.002208,24.152534,4.993065,19.717103,28.501205,9.930157,neg
0,10.986439,6.760838,2.004147,0,20.399192,9.631356,4.346483,2.126786,0,8.859654,2.343804,2.08345,0,0,0,0,4.346483,10.986439,3.010204,8.592825,9.501452,0,7.816008,12.106441,0.555025,neg
0,1.646333,0,0,0,15.853816,15.88968,0,1.362806,0,5.481954,15.721976,1.395758,0,0,2.911014,0,0,7.128286,10.595592,2.323712,17.027769,0,2.645544,10.884561,8.373917,neg
0,5.715178,1.283369,0,2.31388,10.484039,16.056077,0,3.439289,6.30248,0,3.704425,0,0,0,4.883039,0,2.275889,9.741769,0,3.514523,5.36987,0,4.971758,4.987794,0,neg
0,16.071945,21.085487,17.344072,0,55.445548,19.8919,6.765906,6.020407,0,8.921908,31.258357,8.029132,0,4.44098,13.494486,0,9.08653,21.282347,7.187147,34.977384,15.019269,7.592256,13.376994,35.084182,9.245915,neg
2.214039,5.372239,4.032021,0,0,14.811378,14.73007,1.92738,4.074413,2.853048,5.891147,4.39271,0,0,0,1.281165,0,1.92738,11.911032,2.711608,8.462992,11.745743,0,9.418197,14.811378,5.776025,neg
0,2.31388,7.967446,3.291148,0,16.747521,12.703556,2.804165,5.567113,1.800073,3.997409,4.601452,0,0,0,3.095185,0,2.804165,2.31388,3.865847,11.093443,5.324513,2.097596,3.697999,10.723,2.958836,neg
1.716883,19.087114,23.096963,1.716883,0,18.91484,13.389003,4.076893,3.528741,0,16.150025,10.003404,2.08345,0,2.165091,4.498776,0,4.076893,25.870799,0,15.928661,6.854917,0,13.185507,15.424184,4.050878,neg
0,11.012208,5.592111,2.004147,0,29.601712,21.498104,1.487204,3.480074,1.800073,11.19491,11.263819,3.814862,0,1.684638,0,0,4.234365,21.831786,15.171992,8.005859,11.80808,0,8.774631,14.627732,2.729157,neg
0,5.720828,0,0,0,5.4061,9.693112,0,0,0,4.293742,0,1.395758,0,2.189133,0,0,0,5.720828,0,4.152967,5.170464,0,4.039652,5.4061,0,neg
7.596706,21.695214,9.196091,6.802403,0,36.320057,12.710245,0,1.916289,2.275889,8.1588,26.054142,5.14015,0,1.599505,5.060527,0,4.609575,24.103047,6.162127,12.453417,12.878744,7.079835,10.255082,12.417839,3.200569,neg
8.275636,35.004082,9.646416,1.493153,0,37.657447,15.608428,6.423333,20.306356,4.026591,11.659312,20.80782,2.222544,0,8.397669,16.296809,0,15.909606,38.676249,6.480651,14.522617,16.870141,0,19.045541,17.769741,7.300246,neg
0,10.861054,4.465566,0,0,32.140798,9.340766,9.798416,8.402463,0,6.819575,14.270682,0,0,2.934512,3.010204,0,9.798416,10.861054,1.961758,10.83276,4.673365,0,4.444496,20.025471,0,neg
0,12.870173,8.092663,0,0,37.33602,16.655403,0,4.559337,0,11.055397,12.503692,2.222544,0,1.388014,1.281165,0,4.613848,14.258187,6.270508,6.574,9.694248,0,13.721222,17.667555,0.555025,neg
0,0,2.585232,0,0,9.768526,4.424617,2.585232,0,1.800073,0,3.60645,2.119372,0,0,0,0,5.976699,3.391467,2.585232,5.930161,2.818724,0,2.134279,3.838365,6.087585,neg
3.60645,32.628276,3.293788,0,0,15.550073,20.451599,0,21.560984,2.784638,6.986432,5.144483,0,0,4.12312,5.747865,0,0,50.883042,2.804165,10.469529,4.863436,3.60645,22.913563,12.745909,4.026591,neg
0,2.060976,0,0,0,13.957574,7.234922,0,0,0,3.065685,7.457954,0,0,0,1.680711,4.026591,0,9.153252,4.969931,3.30471,2.765647,0,3.414106,9.614565,0,neg
0,23.204667,6.033867,12.234816,0,44.331861,8.362852,2.503591,1.549133,0,18.316675,24.986052,2.729157,0,1.729372,4.691248,0,4.232963,34.182019,2.454059,9.394658,6.699083,3.439289,7.062577,24.900994,2.354073,neg
4.244099,59.008933,14.801154,12.833614,0,55.607536,60.837237,3.546138,9.171517,3.391467,38.794268,31.652795,4.152967,0,9.765268,17.861339,3.391467,6.103074,77.898076,19.230071,26.261182,25.272972,2.57094,31.857616,19.490756,28.180483,neg
0,1.733586,2.589171,0,0,11.928987,5.794842,0,0,0,0,9.339816,2.784638,0,0,4.085329,0,0,7.971404,0,5.373809,6.403964,0,6.452868,9.017974,2.784638,neg
5.961464,12.718466,11.244954,7.158664,5.53256,24.564203,5.231903,5.14188,3.827185,0,7.028601,14.034164,3.391467,0,2.442211,5.14188,0,7.575768,16.46401,0,8.33394,7.572729,3.490657,7.415669,20.89169,5.711229,neg
7.114109,40.422205,14.993448,2.304185,3.490657,69.421815,60.37585,7.961285,5.69301,5.234725,20.06797,30.220988,17.382843,0,1.338482,7.954755,0,16.587478,45.186433,14.631187,29.411715,25.504909,6.63135,29.288349,45.350035,25.246586,neg
2.478383,7.361412,11.289165,9.354943,0,33.438818,28.446229,3.265091,0,0,8.927876,20.381403,0,0,1.853232,1.23437,0,5.118323,15.27624,9.105777,13.559768,13.876565,3.227615,10.927219,27.103211,13.242737,neg
4.342189,1.733586,4.815665,0,0,26.109698,6.583916,0,3.672514,0,0,13.757774,0,0,0,2.57094,0,0,6.712358,1.768251,11.819123,4.33919,0,10.964328,12.430839,5.770825,neg
3.095185,13.784251,9.456773,0,0,27.876569,32.946949,6.556342,2.285194,0,14.223796,3.482283,8.112486,0,0,4.639628,3.265091,3.010204,33.358808,2.304185,23.523161,15.009782,3.919742,15.583475,17.631039,2.540687,neg
0,5.11415,5.613441,0,0,14.427436,7.981887,0,6.385856,0,9.957888,13.121634,0,0,0,5.968573,0,0,11.45625,2.711608,9.159579,4.0472,0,6.621969,10.119798,7.535253,neg
9.2427,28.528532,13.362379,5.911511,2.31388,27.647814,24.496435,2.599825,0,0,21.521856,13.87471,8.458218,0,2.535155,2.607149,0,2.599825,33.697194,5.725822,15.993614,18.66451,4.026591,11.1538,11.689856,2.85921,neg
5.087148,2.945293,1.549133,0,0,5.096892,16.019583,0,5.039292,0,3.158242,1.93865,0,0,0,3.095185,0,0,5.399353,0,0,0,4.707375,4.39271,5.096892,8.83475,neg
2.677789,37.105068,34.924585,1.493153,0,53.907411,50.873764,0,2.364497,5.535865,28.685509,27.207843,13.251862,3.439289,5.667356,24.21394,0,0,57.748836,9.182763,21.172045,38.806034,1.549133,33.714561,44.971876,8.979153,neg
0,7.790309,4.441611,0,0,24.202298,10.433265,3.125997,2.455318,0,4.519752,4.45713,2.430561,0,4.921087,5.401886,0,6.708601,14.248976,5.976699,6.872171,9.518966,3.158242,8.65083,14.515502,1.653826,neg
5.451144,8.482926,14.317055,6.944297,0,13.158026,7.372558,2.357162,9.652244,8.809159,0,0,0,0,2.275889,4.44604,0,4.633051,13.522218,4.200421,9.909793,20.79546,5.063615,8.436559,11.314768,4.283793,neg
0,8.4812,2.529751,0,0,9.655098,9.493315,2.029586,4.676604,1.800073,6.302769,6.1362,0,0,0,5.322958,0,2.029586,12.793532,5.542062,4.6132,5.380786,0,8.709311,0,4.161475,neg
14.84836,38.302322,17.111479,7.980611,0,41.034518,40.791768,0,5.670513,7.732037,23.436914,16.175627,7.155209,0,5.511823,8.336809,0,5.680417,57.121329,11.684856,11.225492,10.658942,2.585232,39.554335,31.215058,14.568038,neg
2.747162,9.752039,4.514477,0,0,18.101918,20.018478,1.92738,1.362806,0,7.235491,0,0,0,2.516547,0,0,4.443927,9.752039,0,3.925309,10.749395,0,6.228493,3.925309,13.662432,neg
0,11.52968,5.440764,1.493153,0,18.68235,11.780744,4.026591,2.529751,3.798746,4.523883,10.857013,0,3.439289,0,14.890325,0,3.798746,11.52968,15.828032,1.899979,24.67446,2.911014,8.505932,18.68235,13.620322,neg
3.095185,9.555666,0,0,0,2.747162,4.908944,0,4.395262,0,4.814148,0,0,0,0,0,0,0,12.155491,2.747162,0,4.010152,0,1.905373,2.747162,2.104779,neg
0,25.347776,7.201354,0,0,29.060173,32.465184,0,16.408032,5.131848,23.393886,11.538252,5.414605,0,2.824257,13.17503,0,11.982697,46.111541,8.304165,7.597823,7.657128,2.888286,9.664535,14.928626,13.368008,neg
0,12.793617,0,1.991769,0,13.136515,6.634202,0,5.173479,0,6.830756,0,0,0,3.538432,9.401696,0,4.026591,24.676309,5.622621,7.345027,3.438596,3.158242,4.307638,7.178808,2.729157,neg
3.781445,4.941562,5.670444,8.141481,0,23.806823,4.661139,1.487204,12.558484,0,4.941562,7.499976,1.932992,0,0,0,0,1.487204,7.876075,3.87303,13.220909,7.205181,2.866279,0,12.294667,0.879694,neg
1.858273,27.28591,14.503416,0,0,34.371716,14.883572,3.30471,16.100958,7.999703,15.93736,11.426857,1.932992,0,0,18.169588,0,11.520735,41.894601,17.723212,4.970381,27.110528,2.343804,14.089352,18.910667,2.659804,neg
0,12.616086,4.087533,0,0,10.941283,19.428574,0,0,0,12.668562,3.626135,0,0,0,0,0,0,16.769053,4.7703,4.087533,10.940016,2.804165,9.740461,10.941283,10.237799,neg
